CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50049831,BARNEY BROWN,Manhattan,822,AVENUE OF THE AMERICAS,10001,2126349114,American,43843,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Y,10,A,43843,44084,Cycle Inspection / Initial Inspection,40.74629328,-73.99031351,105,3,7600,1015711,1008300004,MN17
50082975,COLLIDE BBQ FUSION,Queens,3650,MAIN ST,11354,3479866666,Chinese,43860,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,13,A,43860,44084,Cycle Inspection / Re-inspection,40.7621692,-73.83150348,407,20,86900,4112252,4049710055,QN22
50073321,GREAT CHINA,Manhattan,610,AMSTERDAM AVENUE,10024,9172386696,Chinese,43873,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,13,A,43873,44084,Cycle Inspection / Re-inspection,40.78995145,-73.9733699,107,6,17500,1033310,1012370033,MN12
50058995,COFFEE DELIGHT,Bronx,504,WILLIS AVENUE,10455,7186654581,American,43896,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,43896,44084,Cycle Inspection / Initial Inspection,40.81514156,-73.91842471,201,8,4300,2000514,2022920001,BX39
41360076,DIG INN SEASONAL MARKET,Manhattan,40,WEST   55 STREET,10019,2122466844,American,43893,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,A,43893,44084,Cycle Inspection / Initial Inspection,40.76223281,-73.97629778,105,4,10400,1034808,1012707501,MN17
50099800,MIAO MIAO YA,Queens,13621,ROOSEVELT AVE,11354,9177179741,Chinese,43889,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,12,A,43889,44084,Pre-permit (Operational) / Re-inspection,40.75979164,-73.82924261,407,20,87100,4112492,4049800011,QN22
50039403,CHANGLE CUISINE,Queens,4142A,MAIN ST,11355,9293008988,Chinese,43847,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,8,A,43847,44084,Cycle Inspection / Initial Inspection,40.75708765,-73.82897163,407,20,84900,4533985,4050420043,QN22
50097018,EQX ROCKEFELLER CAFE,Manhattan,45,ROCKEFELLER PLAZA,10111,6466094788,American,43896,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,13,A,43896,44084,Pre-permit (Operational) / Initial Inspection,40.75919751,-73.97833472,105,4,10400,1083860,1012660001,MN17
41011367,MEXICANA DELI GROCERY,Bronx,339,EAST  204 STREET,10467,7187985820,Mexican,43906,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,6,A,43906,44084,Cycle Inspection / Initial Inspection,40.87221532,-73.87783534,207,11,42500,2018402,2033490003,BX43
41599675,ALOFT NEW YORK BROOKLYN,Brooklyn,216,DUFFIELD STREET,11201,7182563833,American,43888,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,8,A,43888,44084,Cycle Inspection / Initial Inspection,40.69159215,-73.9843788,302,33,1500,3396736,3001450026,BK38
50005653,NEW TEXAS FRIED CHICKEN & PIZZA,Queens,64-01,BROADWAY,11377,7186004447,American,43844,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,7,A,43844,44084,Cycle Inspection / Re-inspection,40.74970998,-73.89854287,402,26,29300,4027490,4012020011,QN63
50069481,MO MO SUSHI & RAMEN,Brooklyn,644,FLATBUSH AVENUE,11225,7182828890,Japanese,43858,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,11,A,43858,44084,Cycle Inspection / Re-inspection,40.65762249,-73.96033983,309,40,79802,3114637,3050260194,BK60
41543996,VAN NEST LANES SNACK BAR,Bronx,1756,BRONXDALE AVENUE,10462,7187922220,American,43855,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,10,A,43855,44084,Cycle Inspection / Initial Inspection,40.84609147,-73.85910301,211,13,24400,2044481,2040940036,BX37
50098565,TARIM UYGHUR CUISINE,Queens,136-20,ROOSEVELT AVENUE,11354,6193650179,Chinese,43845,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,A,43845,44084,Pre-permit (Operational) / Initial Inspection,40.75977791,-73.82923543,407,20,85300,4113546,4050190005,QN22
40750263,ROOM SERVICE KITCHEN,Manhattan,1535,BROADWAY,10036,2123981900,American,43888,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,10,A,43888,44084,Cycle Inspection / Initial Inspection,40.75825993,-73.98546765,105,3,11900,1024727,1010170029,MN17
50001895,JAMBA JUICE,Manhattan,30,ROCKEFELLER PLAZA,10112,2122474611,American,43868,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,4,A,43868,44084,Cycle Inspection / Initial Inspection,40.75874744,-73.97869222,105,4,10400,1076262,1012657501,MN17
41512057,LA BERGAMOTE,Manhattan,177,9 AVENUE,10011,2126279010,French,43854,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12,A,43854,44084,Cycle Inspection / Initial Inspection,40.74491031,-74.00248653,104,3,8900,1088184,1007187501,MN13
50055210,"RESTAURANT ASSOCIATES, INC",Manhattan,1133,AVENUE OF AMERICAS,10036,2123362649,American,43875,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,10,A,43875,44084,Cycle Inspection / Initial Inspection,40.75593483,-73.98332411,105,4,11900,1080824,1009960029,MN17
50000810,Tower Diner,Queens,98-95,QUEENS BOULEVARD,11374,7184597000,American,43881,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12,A,43881,44084,Cycle Inspection / Re-inspection,40.72751324,-73.8552344,406,29,71304,4050525,4021050001,QN17
50066620,Bigoi Venezia,Manhattan,1415,2 AVENUE,10021,9172620680,Italian,43857,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,4,A,43857,44084,Cycle Inspection / Re-inspection,40.76992371,-73.95755417,108,4,12600,1043999,1014280027,MN31
41610164,IL BUCO ALIMENTARIVINERIA,Manhattan,53,GREAT JONES STREET,10012,2128372622,Italian,43893,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,12,A,43893,44084,Cycle Inspection / Initial Inspection,40.72664916,-73.99235845,102,1,5502,1008484,1005300031,MN23
41187577,HANSOL NUTRITION CENTER,Queens,160-26,NORTHERN BOULEVARD,11358,7188880200,Korean,43888,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,13,A,43888,44084,Cycle Inspection / Re-inspection,40.76277539,-73.80522924,407,20,117100,4120448,4053350061,QN51
50058916,LA ESQUINA,Manhattan,200,WEST   55 STREET,10019,6467073950,Mexican,43860,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,43860,44084,Cycle Inspection / Initial Inspection,40.76428405,-73.98117048,105,4,13700,1024856,1010260036,MN17
50068274,GREAT WALL,Queens,8712,ASTORIA BLVD,11369,7184786433,Chinese,43872,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,4,A,43872,44084,Cycle Inspection / Initial Inspection,40.76413989,-73.88204139,403,22,32900,4314418,4010990055,QN28
50042394,PHD TERRACE,Manhattan,210,WEST   55 STREET,10019,6467562044,American,43866,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,7,A,43866,44084,Cycle Inspection / Re-inspection,40.76448449,-73.98165055,105,4,13700,1024858,1010260041,MN17
40799384,LA PALAPA,Manhattan,77,ST MARKS PLACE,10003,2127772537,Mexican,43880,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,43880,44084,Cycle Inspection / Re-inspection,40.72783703,-73.98586397,103,2,3800,1006384,1004500036,MN22
41543813,SERGIMMO SALUMERIA,Manhattan,456,9 AVENUE,10018,2129674212,Italian,43874,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12,A,43874,44084,Cycle Inspection / Initial Inspection,40.75430557,-73.99561818,104,3,11100,1082251,1007590001,MN13
41670066,JJ'S CAFE,Manhattan,524,WEST   59 STREET,10019,2124841333,American,43894,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,10,A,43894,44084,Cycle Inspection / Initial Inspection,40.77078735,-73.98853366,104,6,14700,1027084,1010870005,MN14
40401247,SHENANIGANS PUB,Brooklyn,802,CATON AVENUE,11218,7186333689,American,43886,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,11,A,43886,44084,Cycle Inspection / Re-inspection,40.64772845,-73.97279986,312,39,50400,3124399,3053310001,BK40
50047226,CHERRY POINT,Brooklyn,664,MANHATTAN AVENUE,11222,7183893828,American,43894,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,13,A,43894,44084,Cycle Inspection / Re-inspection,40.72468206,-73.95130192,301,33,56900,3066112,3026470047,BK76
50051594,EDO ASIAN FUSION,Brooklyn,2087,CONEY ISLAND AVENUE,11223,7187087111,Japanese,43859,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,9,A,43859,44084,Cycle Inspection / Initial Inspection,40.60630653,-73.96179658,315,48,55400,3182844,3067940068,BK25
50009013,PARK ASIA RESTAURANT,Brooklyn,801,66 STREET,11220,7188331688,Chinese,43838,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,13,A,43838,44084,Cycle Inspection / Initial Inspection,40.63181397,-74.01283663,310,38,12000,3142128,3057490001,BK34
50001262,BRYANT PARK GRILL,Manhattan,25,WEST   40 STREET,10018,2122068805,American,43895,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,43895,44084,Cycle Inspection / Initial Inspection,40.75266301,-73.98292069,105,4,8400,1089784,1012570001,MN17
50085749,BEIJING DUMPLING HOUSE OF FOREST HILLS,Queens,11614A,QUEENS BLVD,11375,7182685808,Chinese,43872,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,12,A,43872,44084,Cycle Inspection / Initial Inspection,40.71596649,-73.83336307,406,29,76902,4079980,4033460001,QN17
41514541,ATLANTIC GRILL WEST,Manhattan,49,WEST   64 STREET,10023,2127874663,American,43901,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,43901,44084,Cycle Inspection / Initial Inspection,40.77165092,-73.98083263,107,6,14900,1086193,1011170001,MN14
50050379,LANZHOU HANDMAKE NOODLE,Queens,136-20,ROOSEVELT AVENUE,11354,2155880557,Chinese,43900,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9,A,43900,44084,Cycle Inspection / Initial Inspection,40.75977791,-73.82923543,407,20,85300,4113546,4050190005,QN22
40517120,BLUE BAY DINER,Queens,5850,FRANCIS LEWIS BOULEVARD,11364,7182256333,American,43906,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,11,A,43906,44084,Cycle Inspection / Initial Inspection,40.7441677,-73.77614583,411,20,140902,4438243,4057060006,QN48
50070352,THE CLUB,Manhattan,65,EAST   55 STREET,10022,3477743683,American,43861,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,43861,44084,Cycle Inspection / Initial Inspection,40.7607114,-73.97264164,105,4,10200,1035771,1012910028,MN17
50056274,MARLOW BISTRO,Manhattan,1018,AMSTERDAM AVENUE,10025,2126629020,Mediterranean,43900,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,10,A,43900,44084,Cycle Inspection / Initial Inspection,40.80287938,-73.96393725,107,7,19500,1056714,1018810035,MN09
50095860,THE TIMES EATERY,Manhattan,680,8 AVENUE,10036,6463867787,American,43889,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,13,A,43889,44084,Pre-permit (Operational) / Initial Inspection,40.75799136,-73.98921809,105,3,11900,1024703,1010150001,MN17
41717156,ZHANG'S CHINA PALACE,Bronx,3014,MIDDLETOWN ROAD,10461,7188285888,Chinese,43879,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,A,43879,44084,Cycle Inspection / Initial Inspection,40.8440426,-73.82976283,210,13,26400,2074864,2054000053,BX52
50088925,SPIN,Manhattan,7,EAST   54 STREET,10022,2126868166,American,43847,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,7,A,43847,44084,Pre-permit (Operational) / Initial Inspection,40.76083817,-73.97488686,105,4,10200,1081154,1012900006,MN17
50084817,456 NEW SHANGHAI RESTAURANT,Manhattan,69,MOTT STREET,10013,9172569153,Chinese,43845,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12,A,43845,44084,Cycle Inspection / Initial Inspection,40.71616714,-73.99817108,103,1,2900,1002396,1002000024,MN27
50076290,TORO LOCO,Manhattan,15,STONE STREET,10004,9172620444,Mexican,43836,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,12,A,43836,44084,Cycle Inspection / Initial Inspection,40.7040264,-74.01206794,101,1,900,1000040,1000117501,MN25
40393051,FRIEND'S TAVERN,Queens,7811,ROOSEVELT AVENUE,11372,7183977256,American,43887,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,12,A,43887,44084,Cycle Inspection / Initial Inspection,40.74726777,-73.88744161,403,25,28500,4029943,4012890042,QN28
50043413,BENEMON,Manhattan,108,EAST    4 STREET,10003,2126143006,Japanese,43868,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,11,A,43868,44084,Cycle Inspection / Initial Inspection,40.72565795,-73.98820593,103,2,3800,1006172,1004450020,MN22
40401025,ALTESI DOWNTOWN RISTORANTE,Manhattan,200,SPRING STREET,10012,2124311212,Italian,43874,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13,A,43874,44084,Cycle Inspection / Initial Inspection,40.72518092,-74.00326869,102,3,4700,1007353,1004890017,MN24
40483694,MINSKOFF THEATRE,Manhattan,200,WEST   45 STREET,10036,2123544624,American,43886,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,6,A,43886,44084,Cycle Inspection / Initial Inspection,40.75803215,-73.98571676,105,3,11900,1024714,1010160036,MN17
50088892,CHIMI MUNDO LOUNGE,Queens,98-05,ATLANTIC AVENUE,11421,7188468636,Spanish,43867,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,12,A,43867,44084,Cycle Inspection / Initial Inspection,40.68928147,-73.8448823,409,32,2800,4195101,4093060108,QN54
40400366,VIN ET FLEURS,Manhattan,69,THOMPSON STREET,10012,2129665417,French,43864,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,13,A,43864,44084,Cycle Inspection / Initial Inspection,40.72435201,-74.00307383,102,3,4700,1077743,1004890032,MN24
40927789,THE BAYHOUSE,Queens,500,BAYSIDE DRIVE,11697,7183189660,American,43874,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,11,A,43874,44084,Cycle Inspection / Initial Inspection,40.56464902,-73.91221736,414,32,91601,4464779,4163500300,QN10
40957772,NURSE BETTIE,Manhattan,106,NORFOLK STREET,10002,2124777515,American,43851,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,A,43851,44084,Cycle Inspection / Initial Inspection,40.71890296,-73.98707799,103,1,1402,1004300,1003530051,MN28
50015397,THE BREWERY,Queens,49-18,30 AVENUE,11377,7187778007,American,43864,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,7,A,43864,44084,Cycle Inspection / Initial Inspection,40.760282,-73.90732724,401,22,16300,4013772,4007400049,QN70
50056929,THE DOUGLASS,Brooklyn,149,4 AVENUE,11217,7188574337,American,43869,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,43869,44084,Cycle Inspection / Re-inspection,40.67939947,-73.98167766,306,39,13100,3019140,3009430001,BK37
40928698,THALASSA,Manhattan,179,FRANKLIN STREET,10013,2129417661,Greek,43852,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,13,A,43852,44084,Cycle Inspection / Initial Inspection,40.71934521,-74.00935427,101,1,3900,1002075,1001810016,MN24
50092851,KIKI'S,Manhattan,130,DIVISION STREET,10002,6468827052,Greek,43837,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,12,A,43837,44084,Cycle Inspection / Re-inspection,40.7144404,-73.99185845,103,1,1600,1003798,1002940021,MN27
50034637,WOLFETONE'S IRISH PUB & KITCHEN,Manhattan,37,EAST   29 STREET,10016,2123901688,American,43874,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,43874,44084,Cycle Inspection / Initial Inspection,40.74443448,-73.98478138,105,2,7400,1016931,1008590031,MN17
40919894,KENNY'S RESTAURANT,Brooklyn,1924,NOSTRAND AVENUE,11226,7184698888,Chinese,43881,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,A,43881,44084,Cycle Inspection / Initial Inspection,40.63884065,-73.94830213,317,45,82800,3120543,3052160060,BK95
41434581,DELIMARIE,Manhattan,106,DUANE STREET,10007,2123496902,American,43899,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,9,A,43899,44084,Cycle Inspection / Initial Inspection,40.71554941,-74.00614324,101,1,3300,1001646,1001507503,MN24
50033845,DIMES,Manhattan,49,CANAL STREET,10002,2129251300,American,43896,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,13,A,43896,44084,Cycle Inspection / Initial Inspection,40.71481916,-73.99162393,103,1,1600,1003860,1002980037,MN27
41569116,TAPROOM NO. 307,Manhattan,307,3 AVENUE,10010,2127254766,American,43854,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,13,A,43854,44084,Cycle Inspection / Initial Inspection,40.73907645,-73.98295306,106,2,6400,1082136,1009040001,MN21
41632521,PIZZA DADDY,Brooklyn,6422,BAY PARKWAY,11204,7182597300,Italian,43846,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,43846,44084,Cycle Inspection / Initial Inspection,40.61426022,-73.98100766,311,47,25400,3395394,3055507502,BK28
41487239,HOLIDAY INN EXPRESS,Queens,5940,55 ROAD,11378,7184162500,American,43900,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,10,A,43900,44084,Cycle Inspection / Initial Inspection,40.72667238,-73.90734891,405,30,53100,4544826,4026870021,QN30
50018149,101 MEAT SHOP,Queens,11601,101ST AVE,11419,7184419333,Indian,43866,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13,A,43866,44084,Cycle Inspection / Initial Inspection,40.68927444,-73.82839261,409,28,12000,4441339,4094510050,QN54
50058248,NACHO MACHO TACO,Brooklyn,82,5 AVENUE,11217,7186228282,Mexican,43879,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,9,A,43879,44084,Cycle Inspection / Re-inspection,40.68055705,-73.97766092,306,39,12901,3018668,3009340043,BK37
50047107,BOGART HOUSE,Brooklyn,360,TEN EYCK ST    AKA 230 BOGART ST,11206,6467097854,American,43885,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,6,A,43885,44084,Cycle Inspection / Initial Inspection,40.71182587,-73.93527417,301,34,48500,3070834,3030290033,BK78
41701232,POLLOS DONA MARIA,Queens,93-03,JAMAICA AVENUE,11421,7188054000,Spanish,43879,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,12,A,43879,44084,Cycle Inspection / Re-inspection,40.69379756,-73.85180634,409,32,2200,4182392,4088800042,QN53
50088091,LULIANO'S WOODFIRED PIZZA & TRATTORIA,Brooklyn,7902,3 AVENUE,11209,7184396993,Italian,43837,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,6,A,43837,44084,Cycle Inspection / Initial Inspection,40.62844042,-74.02903317,310,43,6400,3150823,3059780040,BK31
40847325,MARSEILLE,Manhattan,630,9 AVENUE,10036,2123332323,French,43894,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,43894,44084,Cycle Inspection / Re-inspection,40.7600309,-73.99144857,104,3,12100,1024982,1010350001,MN15
50066245,BREAD & BUTTER,Manhattan,462,7 AVENUE,10018,2128680444,American,43879,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,12,A,43879,44084,Cycle Inspection / Re-inspection,40.7517471,-73.9900745,105,3,10900,1014429,1007850037,MN17
50077173,ULTRA SPICY HOUSE,Queens,4409,KISSENA BLVD,11355,6465328877,Chinese,43832,Violations were cited in the following area(s).,09B,Thawing procedures improper.,N,11,A,43832,44084,Cycle Inspection / Re-inspection,40.75364137,-73.82249807,407,20,85900,4117221,4051920034,QN22
41712184,CHINESE FAST WOK,Manhattan,230,7 AVENUE,10011,2126456888,Chinese,43839,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,43839,44084,Cycle Inspection / Re-inspection,40.74436953,-73.99544921,104,3,9100,1014154,1007730043,MN13
50047532,CHINA KITCHEN,Brooklyn,3312,CHURCH AVENUE,11203,7182826686,Chinese,43852,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,A,43852,44084,Cycle Inspection / Initial Inspection,40.65094703,-73.94644757,317,45,85600,3109370,3048870005,BK91
